,Šifra oglasa,Objavljen ,Do poteka še,Število prikazov oglasa,Cena,Vrsta cene,Posredovanje,Lokacija,Umeščenost stanovanja,Nadstropje,Skupno število nadstropij v stavbi,Vrsta stanovanja,Bivalna površina,Neto površina,Leto izgradnje*,Opremljenost in stanje,Število parkirnih mest,Leto zadnje prenove,Energetski razred,Interna številka oglasa,Balkon / terasa / atrij,Zunanje površine in oprema,Možnost menjave
743,5517443,28.01.2021dne09:54,"
doprodaje",741-krat,"

139.900 €
",Skupna cena,Prodam,"Podravska, Lenart v Slovenskih goricah, Lenart v Slovenskih goricah",V večstanovanjski stavbi,Pritličje,4,4-sobno,"85,00 m²","85,00 m²",2012,,brez pripadajočega parkirišča,,,PS4646392MR,,,
744,6112606,28.01.2021dne00:16,"
doprodaje",383-krat,"

549.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Prule",V večstanovanjski stavbi,,3,4-sobno,"159,00 m²","159,00 m²",1930,Popolnoma opremljeno,,2005,,PS4646505SS,,,
745,6112605,28.01.2021dne00:16,"
doprodaje",471-krat,"

129.450 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,1.,5,3-sobno,"66,00 m²","66,00 m²",1850,Delno opremljeno,,2014,,PS4646491BJ,,,
746,6112603,28.01.2021dne00:16,"
doprodaje",974-krat,"

138.000 €
",Skupna cena,Prodam,"Obalno-kraška, Piran, Parecag",V večstanovanjski stavbi,Pritličje,2,3-sobno,"57,00 m²","57,00 m²",1907,Popolnoma opremljeno,brez pripadajočega parkirišča,2020,,PS4646481PB,,,
747,6110425,27.01.2021dne15:18,"
doprodaje",1403-krat,"

79.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Koroška vrata",V večstanovanjski stavbi,1.,1,2-sobno,"61,90 m²","61,90 m²",1903,Delno opremljeno,1,2000,D (60 - 105 kWh/m2a),GALEA 2020/363,,"Vrt/dvorišče, Žar",
748,6109363,27.01.2021dne11:28,"
doprodaje",199-krat,"

121.534,05 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",,Pritličje,3,3-sobno,"83,80 m²","66,80 m²",2020,,,,,PS4646480DL-3,Terasa,,
749,4696412,27.01.2021dne11:23,"
doprodaje",7543-krat,"

125.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Polje",,4.,4,"1,5-sobno","39,70 m²",,1973,,,,E (105 - 150 kWh/m2a),,Balkon,,
750,6109237,27.01.2021dne11:05,"
doprodaje",105-krat,"

141.244,05 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",,Pritličje,3,3-sobno,"93,00 m²","77,10 m²",2020,,,,,PS4646480DL-2,Balkon,,
751,6109164,27.01.2021dne10:53,"
doprodaje",127-krat,"

120.439,05 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",,Pritličje,3,3-sobno,"67,80 m²","75,80 m²",2020,,,,,PS4646480DL-1,Balkon,,
752,6101060,27.01.2021dne00:17,"
doprodaje",392-krat,"

370.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Črnuče",,,2,"4,5-sobno","113,80 m²","128,50 m²",1973,Popolnoma opremljeno,brez pripadajočega parkirišča,2009,,101157-394,,,Menjava za drugo nepremičnino ni možna
753,6101059,27.01.2021dne00:17,"
doprodaje",392-krat,"

220.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad",V večstanovanjski stavbi,,,"2,5-sobno","75,00 m²","75,00 m²",1958,Popolnoma opremljeno,brez pripadajočega parkirišča,2005,C (35 - 60 kWh/m2a),101216-21,,,Menjava za drugo nepremičnino ni možna
754,6101056,27.01.2021dne00:17,"
doprodaje",188-krat,"

300.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad",V večstanovanjski stavbi,,3,3-sobno,"66,30 m²","74,20 m²",1933,Delno opremljeno,1,2020,D (60 - 105 kWh/m2a),101215-49,Balkon,,Menjava za drugo nepremičnino ni možna
755,6101049,27.01.2021dne00:17,"
doprodaje",991-krat,"

90.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",V večstanovanjski stavbi,Mansarda,2,,"96,00 m²","96,00 m²",1700,,,2020,,PS00491JP,,,
756,6100655,26.01.2021dne21:57,"
doprodaje",242-krat,"

219.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Brezovica pri Ljubljani, Brezovica pri Ljubljani",V večstanovanjski stavbi,2.,3,2-sobno,"55,80 m²","66,10 m²",2004,,,,,100714,Balkon,,
757,6099148,26.01.2021dne16:21,"
doprodaje",169-krat,"

120.439,05 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",,1.,3,3-sobno,"67,70 m²","77,20 m²",2020,,,,,PS4646480DL-12,Balkon,,
758,4530082,26.01.2021dne11:13,"
doprodaje",2323-krat,"

210.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",,4.,,3-sobno,"66,30 m²",,1961,,,,D (60 - 105 kWh/m2a),,Balkon,,
759,6097498,26.01.2021dne10:38,"
doprodaje",467-krat,"

127.500 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",,2.,3,5-sobno,,"136,80 m²",2009,,,,,PS4646486MR,Balkon,,
760,6092851,26.01.2021dne00:17,"
doprodaje",124-krat,"

413.680 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",,,7,4-sobno,"114,10 m²","120,70 m²",2021,Neopremljeno,brez pripadajočega parkirišča,,,101179-289,Terasa,,Menjava za drugo nepremičnino ni možna
761,6092850,26.01.2021dne00:17,"
doprodaje",117-krat,"

349.397 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",,,7,"2,5-sobno","87,80 m²","92,30 m²",2021,Neopremljeno,brez pripadajočega parkirišča,,,101179-288,Terasa,,Menjava za drugo nepremičnino ni možna
762,6089821,25.01.2021dne12:55,"
doprodaje",1336-krat,"

129.450 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",,1.,5,3-sobno,"63,70 m²","66,10 m²",1850,Delno opremljeno,,2014,,PS4646491BJ,,,
763,6069005,23.01.2021dne21:36,"
doprodaje",533-krat,"

95.000 €
",Skupna cena,Prodam,"Gorenjska, Jesenice, Koroška Bela",V večstanovanjski stavbi,5.,5,3-sobno,"64,00 m²",,1982,Popolnoma opremljeno,,,EI v izdelavi,,,,
764,6045360,22.01.2021dne00:14,"
doprodaje",602-krat,"

160.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Vrhnika, Vrhnika",V večstanovanjski stavbi,,3,"3,5-sobno","62,50 m²","84,70 m²",1890,Delno opremljeno,brez pripadajočega parkirišča,,C (35 - 60 kWh/m2a),101215-48,Balkon,,Menjava za drugo nepremičnino ni možna
765,6045324,22.01.2021dne00:13,"
doprodaje",592-krat,"

129.226 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",V večstanovanjski stavbi,Pritličje,4,1-sobno,"65,00 m²","65,00 m²",2020,,,,,PS4646109BJ-4,,,
766,6045323,22.01.2021dne00:13,"
doprodaje",200-krat,"

202.043 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",V večstanovanjski stavbi,Pritličje,4,1-sobno,"160,00 m²","160,00 m²",2020,,,,,PS4646109BJ-3,,,
767,6045322,22.01.2021dne00:13,"
doprodaje",263-krat,"

189.851 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",V večstanovanjski stavbi,Pritličje,4,2-sobno,"101,00 m²","101,00 m²",2020,,,,,PS4646109BJ-2,,,
768,4867010,20.01.2021dne16:24,"
doprodaje",1996-krat,"

315.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,4.,4,"4,5-sobno","148,90 m²",,1993,,,2016,D (101 do 150 kWh/m2a) - HR,,Balkon,,Menjava za drugo nepremičnino ni možna
769,6030855,20.01.2021dne09:52,"
doprodaje",455-krat,"

100.767,38 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",,Pritličje,4,"1,5-sobno","38,02 m²","65,68 m²",2020,,,,,PS4646109BJ-4,"Loža, Atrij",,
770,6030796,20.01.2021dne09:35,"
doprodaje",239-krat,"

176.733 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",,Pritličje,4,2-sobno,"63,57 m²","160,52 m²",2020,,,,,PS4646109BJ-3,"Loža, Atrij",,
771,6030701,20.01.2021dne09:10,"
doprodaje",283-krat,"

156.790,31 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",,Pritličje,4,2-sobno,"63,57 m²","101,25 m²",2020,,,,,PS4646109BJ-2,"Terasa, Loža",,
772,6023723,20.01.2021dne00:12,"
doprodaje",220-krat,"

450.000 €
",Skupna cena,Prodam,"Obalno-kraška, Piran, Lucija",V večstanovanjski stavbi,,1,5-sobno,"208,00 m²","208,00 m²",1995,Popolnoma opremljeno,brez pripadajočega parkirišča,,,PS4646474MM,,,
773,6022308,19.01.2021dne17:53,"
doprodaje",296-krat,"

140.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šiška",V hiši,1.,1,1-sobno,"33,70 m²","43,00 m²",1980,Nedokončana gradnja,,,EI v izdelavi,100669,Balkon,Vrt/dvorišče,
774,6022240,19.01.2021dne17:40,"
doprodaje",125-krat,"

305.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, BTC",V večstanovanjski stavbi,2.,5,3-sobno,"85,80 m²","95,80 m²",1997,Popolnoma opremljeno,,2017,C (35 - 60 kWh/m2a),100693,Loža,,
775,6010791,18.01.2021dne13:37,"
doprodaje",263-krat,"

281.380 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",,,,4-sobno,"135,50 m²",,2021,,,,EI v izdelavi,,,,
776,6010769,18.01.2021dne13:33,"
doprodaje",340-krat,"

180.320 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",,4.,,2-sobno,"85,10 m²",,2021,,,,EI v izdelavi,,,,
777,6010753,18.01.2021dne13:30,"
doprodaje",132-krat,"

249.920 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",,2.,,4-sobno,"119,50 m²",,2021,,,,EI v izdelavi,,,,
778,6010736,18.01.2021dne13:26,"
doprodaje",134-krat,"

163.263 €
",Skupna cena,Prodam,"Savinjska, Vransko, Vransko",,Pritličje,,2-sobno,"127,98 m²",,2019,,,,EI v izdelavi,,,,
779,6010712,18.01.2021dne13:23,"
doprodaje",81-krat,"

169.643 €
",Skupna cena,Prodam,"Savinjska, Vransko, Vransko",,Pritličje,,2-sobno,"121,70 m²",,2019,,,,EI v izdelavi,,,,
780,6010694,18.01.2021dne13:21,"
doprodaje",120-krat,"

152.713 €
",Skupna cena,Prodam,"Savinjska, Vransko, Vransko",,Pritličje,,2-sobno,"112,77 m²",,2019,,,,EI v izdelavi,,,,
781,5977224,15.01.2021dne13:29,"
doprodaje",200-krat,"

305.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Nove Jarše",,2.,,3-sobno,"95,80 m²",,1997,,,,C (35 - 60 kWh/m2a),,,,
782,5969371,15.01.2021dne00:13,"
doprodaje",583-krat,"

219.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",,,12,3-sobno,"54,10 m²","57,50 m²",1965,Popolnoma opremljeno,brez pripadajočega parkirišča,2013,,101179-282,"Balkon, Zaprt balkon",,Menjava za drugo nepremičnino ni možna
783,5967761,14.01.2021dne16:39,"
doprodaje",267-krat,"

215.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",V hiši,1.,2,2-sobno,,"54,30 m²",1898,,,2018,,100690,,,
784,5948254,13.01.2021dne00:13,"
doprodaje",140-krat,"

385.588 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",,,7,3-sobno,,"80,74 m²",2021,,brez pripadajočega parkirišča,,EI v izdelavi,101108-425,Balkon,,Menjava za drugo nepremičnino ni možna
785,5948000,12.01.2021dne21:53,"
doprodaje",716-krat,"

126.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",V hiši,Pritličje,,"1,5-sobno","33,80 m²","33,80 m²",1882,,,2020,,100685,,,
786,5947990,12.01.2021dne21:49,"
doprodaje",484-krat,"

149.900 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Zalog",,3.,,"1,5-sobno",,"44,10 m²",1975,,,2020,,100671,Zaprt balkon,,
787,5947963,12.01.2021dne21:39,"
doprodaje",527-krat,"

165.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šentvid",,3.,,"1,5-sobno",,"46,10 m²",1973,,,2020,,100677,,,
788,5937118,12.01.2021dne00:17,"
doprodaje",173-krat,"

121.000 €
",Skupna cena,Prodam,"Podravska, Pesnica pri Mariboru, Zgornji Jakobski Dol",V večstanovanjski stavbi,,,3-sobno,"83,33 m²","89,03 m²",2021,,brez pripadajočega parkirišča,,,100104-458,Atrij,,Menjava za drugo nepremičnino ni možna
789,5937112,12.01.2021dne00:17,"
doprodaje",101-krat,"

126.000 €
",Skupna cena,Prodam,"Podravska, Pesnica pri Mariboru, Zgornji Jakobski Dol",V večstanovanjski stavbi,,,3-sobno,"73,78 m²","89,58 m²",2021,,brez pripadajočega parkirišča,,,100155-236,Atrij,,Menjava za drugo nepremičnino ni možna
790,5937098,12.01.2021dne00:17,"
doprodaje",107-krat,"

146.000 €
",Skupna cena,Prodam,"Podravska, Pesnica pri Mariboru, Zgornji Jakobski Dol",V večstanovanjski stavbi,,,4-sobno,"100,58 m²","106,80 m²",2021,,brez pripadajočega parkirišča,,,100104-459,Atrij,,Menjava za drugo nepremičnino ni možna
791,5937060,12.01.2021dne00:17,"
doprodaje",100-krat,"

121.000 €
",Skupna cena,Prodam,"Podravska, Pesnica pri Mariboru, Zgornji Jakobski Dol",V večstanovanjski stavbi,,,3-sobno,"83,33 m²","89,03 m²",2021,,brez pripadajočega parkirišča,,,100155-239,Atrij,,Menjava za drugo nepremičnino ni možna
792,5937059,12.01.2021dne00:17,"
doprodaje",97-krat,"

146.000 €
",Skupna cena,Prodam,"Podravska, Pesnica pri Mariboru, Zgornji Jakobski Dol",V večstanovanjski stavbi,,,4-sobno,"100,58 m²","106,80 m²",2021,,brez pripadajočega parkirišča,,,100155-240,Atrij,,Menjava za drugo nepremičnino ni možna
793,5937058,12.01.2021dne00:17,"
doprodaje",140-krat,"

99.000 €
",Skupna cena,Prodam,"Podravska, Pesnica pri Mariboru, Zgornji Jakobski Dol",V večstanovanjski stavbi,,,3-sobno,"67,10 m²","75,79 m²",2021,,brez pripadajočega parkirišča,,,100155-238,Atrij,,Menjava za drugo nepremičnino ni možna
794,5935922,11.01.2021dne18:37,"
doprodaje",198-krat,"

385.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Vič - Dolgi most",V večstanovanjski stavbi,Pritličje,5,"3,5-sobno","76,60 m²","155,90 m²",2009,Delno opremljeno,1,,C (35 - 60 kWh/m2a),100673,Atrij,"Vrt/dvorišče, Žar",
795,5935224,11.01.2021dne15:48,"
doprodaje",1756-krat,"

99.000 €
",Skupna cena,Prodam,"Podravska, Slovenska Bistrica, Slovenska Bistrica",,Pritličje,,2-sobno,,"84,40 m²",1900,,,2015,EI v izdelavi,P-002-21,,,
796,5903736,09.01.2021dne00:14,"
doprodaje",1353-krat,"

129.000 €
",Skupna cena,Prodam,"Obalno-kraška, Izola, Korte",V večstanovanjski stavbi,Pritličje,,1-sobno,"50,00 m²","50,00 m²",2018,Neopremljeno,brez pripadajočega parkirišča,,,PS4646462MM,,,
797,5889247,07.01.2021dne08:33,"
doprodaje",821-krat,"

375.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,Pritličje,3,"4,5-sobno","234,80 m²","151,50 m²",2006,,1,,C (35 - 60 kWh/m2a),,"Loža, Atrij",Vrt/dvorišče,
798,5881908,07.01.2021dne00:12,"
doprodaje",635-krat,"

84.753 €
",Skupna cena,Prodam,"Podravska, Benedikt, Sv. Trije Kralji v Slov. Gor.",V večstanovanjski stavbi,1.,3,3-sobno,"65,00 m²","65,00 m²",2020,,brez pripadajočega parkirišča,,,PS4645684MR - 5,,,
799,5871074,05.01.2021dne09:21,"
doprodaje",1300-krat,"

135.000 €
",Skupna cena,Prodam,"Gorenjska, Kranj, Kranj",,1.,2,2-sobno,"60,00 m²",,1925,,,2007,,S-2/2021,,,
800,5744685,25.12.2020dne00:15,"
doprodaje",378-krat,"

320.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Rudnik",V večstanovanjski stavbi,,,6 in večsobno,"178,30 m²","159,30 m²",1965,Delno opremljeno,2,,,101210-52,Balkon,Vrt/dvorišče,Menjava za drugo nepremičnino ni možna
801,5744286,24.12.2020dne19:17,"
doprodaje",243-krat,"

280.000 €
",Skupna cena,Prodam,"Gorenjska, Bled, Bled",,Visoko pritličje,,3-sobno,,"82,00 m²",1974,,,2010,,100664,Loža,,
802,5734098,23.12.2020dne16:29,"
doprodaje",1678-krat,"

109.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,Visoko pritličje,1,2-sobno,"108,00 m²","91,70 m²",1895,Potrebno obnove,,2010,EI ni potrebna (334. člen EZ-1),,,,Menjava za drugo nepremičnino ni možna
803,5290456,21.12.2020dne09:37,"
doprodaje",772-krat,"

280.791 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Litostroj",V večstanovanjski stavbi,5.,14,4-sobno,"79,00 m²","79,00 m²",2020,Neopremljeno,2,,A1 (0 - 10 kWh/m2a),ST 4ss B53,,Vrt/dvorišče,
804,5369866,21.12.2020dne09:37,"
doprodaje",438-krat,"

355.940 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Litostroj",V večstanovanjski stavbi,11.,14,4-sobno,"91,00 m²","91,00 m²",2020,,2,,A1 (0 - 10 kWh/m2a),ST 4ss B113,,,
805,5681445,19.12.2020dne00:19,"
doprodaje",239-krat,"

449.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šiška",V hiši,,1,4-sobno,"104,84 m²","157,26 m²",2021,Neopremljeno,2,,,101215-41,Terasa,,Menjava za drugo nepremičnino ni možna
806,5681433,19.12.2020dne00:19,"
doprodaje",142-krat,"

449.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šiška",V hiši,,3,4-sobno,"117,69 m²","177,47 m²",2021,Neopremljeno,2,,,101215-40,Terasa,,Menjava za drugo nepremičnino ni možna
807,5681431,19.12.2020dne00:19,"
doprodaje",144-krat,"

449.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šiška",V hiši,,1,4-sobno,"104,84 m²","157,26 m²",2021,Neopremljeno,2,,,101215-39,Terasa,,Menjava za drugo nepremičnino ni možna
808,5681398,19.12.2020dne00:16,"
doprodaje",408-krat,"

225.000 €
",Skupna cena,Prodam,"Obalno-kraška, Piran, Portorož",V večstanovanjski stavbi,,,2-sobno,"47,00 m²","60,00 m²",2002,Popolnoma opremljeno,brez pripadajočega parkirišča,,,106166-209,Terasa,,Menjava za drugo nepremičnino ni možna
809,5670850,18.12.2020dne00:16,"
doprodaje",1115-krat,"

75.000 €
",Skupna cena,Prodam,"Koroška, Radlje ob Dravi, Radlje ob Dravi",V večstanovanjski stavbi,,2,3-sobno,"71,40 m²","85,40 m²",1930,Popolnoma opremljeno,brez pripadajočega parkirišča,2012,EI ni potrebna (334. člen EZ-1),111213-63,Balkon,Vrt/dvorišče,Menjava za drugo nepremičnino ni možna
810,5659770,17.12.2020dne00:19,"
doprodaje",201-krat,"

429.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šiška",,,3,4-sobno,"117,69 m²","234,20 m²",2021,Neopremljeno,brez pripadajočega parkirišča,,,101179-275,"Balkon, Terasa",,Menjava za drugo nepremičnino ni možna
811,5659769,17.12.2020dne00:19,"
doprodaje",138-krat,"

449.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šiška",V hiši,,3,4-sobno,"117,69 m²","177,47 m²",2021,Neopremljeno,2,,,101215-47,Terasa,,Menjava za drugo nepremičnino ni možna
812,5656855,16.12.2020dne12:24,"
doprodaje",580-krat,"

205.000 €
",Skupna cena,Prodam,"Savinjska, Slovenske Konjice, Slovenske Konjice",V hiši,1.,1,5-sobno,"183,00 m²",,2010,,,,EI v izdelavi,P-055-20,Balkon,,
813,5647698,15.12.2020dne18:33,"
doprodaje",962-krat,"

89.900 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",,13.,,Garsonjera,"24,80 m²",,1963,,,,,,,,
814,5647611,15.12.2020dne18:15,"
doprodaje",1310-krat,"

160.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",,4.,,"2,5-sobno","70,70 m²",,1977,,,2017,,,Loža,,
815,4012483,15.12.2020dne15:43,"
doprodaje",2130-krat,"

65.000 €
",Skupna cena,Prodam,"Savinjska, Solčava, Solčava",V večstanovanjski stavbi,,,2-sobno,"51,70 m²",,2012,,,,C (35 - 60 kWh/m2a),,Terasa,,
816,4381225,15.12.2020dne15:41,"
doprodaje",1326-krat,"

150.000 €
",Skupna cena,Prodam,"Savinjska, Podčetrtek, Podčetrtek",V večstanovanjski stavbi,,4,3-sobno,"124,00 m²","141,00 m²",2021,Neopremljeno,1,,Ni možno izdati,107209-35,Balkon,,Menjava za drugo nepremičnino ni možna
817,4950973,15.12.2020dne15:40,"
doprodaje",856-krat,"

188.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Domžale, Domžale",V večstanovanjski stavbi,,11,3-sobno,"60,30 m²","67,30 m²",1975,Popolnoma opremljeno,brez pripadajočega parkirišča,2016,,107210-27,Balkon,,Menjava za drugo nepremičnino ni možna
818,5200625,15.12.2020dne15:40,"
doprodaje",3281-krat,"

76.000 €
",Skupna cena,Prodam,"Posavska, Sevnica, Sevnica",V večstanovanjski stavbi,,4,2-sobno,"80,80 m²","91,40 m²",1920,Delno opremljeno,5,2014,EI v izdelavi,107207-46,Terasa,Vrt/dvorišče,Menjava za drugo nepremičnino ni možna
819,5293841,15.12.2020dne15:39,"
doprodaje",240-krat,"

217.160 €
",Skupna cena,Prodam,"Savinjska, Rogaška Slatina, Rogaška Slatina",V večstanovanjski stavbi,,1,3-sobno,"77,29 m²","80,40 m²",2020,Neopremljeno,2,,,107209-17,,,Menjava za drugo nepremičnino ni možna
820,4634018,15.12.2020dne13:30,"
doprodaje",2565-krat,"

62.900 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,2.,2,3-sobno,"54,00 m²","54,00 m²",2019,Neopremljeno,brez pripadajočega parkirišča,,,PS38621810BM,,,
821,5645885,15.12.2020dne11:03,"
doprodaje",436-krat,"

175.000 €
",Skupna cena,Prodam,"Gorenjska, Železniki, Železniki",V večstanovanjski stavbi,Pritličje,2,"3,5-sobno","87,50 m²","118,90 m²",2008,,,2020,B2 (25 - 35 kWh/m2a),S-151/2020-1,"Balkon, Terasa",Vrt/dvorišče,
822,3712009,15.12.2020dne10:25,"
doprodaje",9211-krat,"

88.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,1.,2,1-sobno,"68,90 m²",,1890,,,2017,,,,,Menjava za drugo nepremičnino ni možna
823,5641396,15.12.2020dne00:13,"
doprodaje",838-krat,"

298.000 €
",Skupna cena,Prodam,"Obalno-kraška, Koper, Koper",,,,,"149,63 m²",,2001,,,,,,,,
824,5597776,11.12.2020dne00:20,"
doprodaje",568-krat,"

89.000 €
",Skupna cena,Prodam,"Savinjska, Rogaška Slatina, Rogaška Slatina",V večstanovanjski stavbi,,2,3-sobno,"74,60 m²","89,90 m²",1959,Popolnoma opremljeno,brez pripadajočega parkirišča,2001,E (105 - 150 kWh/m2a),107198-125,Balkon,,Menjava za drugo nepremičnino ni možna
825,5595446,10.12.2020dne14:13,"
doprodaje",901-krat,"

129.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Tezno",V večstanovanjski stavbi,5.,6,3-sobno,"72,70 m²","79,20 m²",1988,,,2017,,GALEA 2020/342,Zaprt balkon,,
826,5595198,10.12.2020dne13:19,"
doprodaje",281-krat,"

118.249 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,2.,2,3-sobno,,"71,60 m²",2020,Neopremljeno,,,,GALEA 2020/328,Balkon,,
827,5595167,10.12.2020dne13:14,"
doprodaje",664-krat,"

125.914 €
",Skupna cena,Prodam,"Podravska, Maribor, Ostalo",V večstanovanjski stavbi,2.,2,3-sobno,,"79,30 m²",2020,Neopremljeno,,,,GALEA 2020/327,Balkon,,
828,5595097,10.12.2020dne12:56,"
doprodaje",551-krat,"

116.059 €
",Skupna cena,Prodam,"Podravska, Maribor, Ostalo",V večstanovanjski stavbi,1.,2,2-sobno,,"65,40 m²",2020,Neopremljeno,,,,GALEA 2020/325,Balkon,,
829,5594923,10.12.2020dne12:15,"
doprodaje",311-krat,"

120.439 €
",Skupna cena,Prodam,"Podravska, Maribor, Ostalo",V večstanovanjski stavbi,1.,2,3-sobno,,"77,00 m²",2020,,,,,GALEA 2020/322,,,
830,5594875,10.12.2020dne12:02,"
doprodaje",131-krat,"

125.914 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,1.,2,3-sobno,,"76,00 m²",2020,,,,,GALEA 2020/321,,,
831,5594832,10.12.2020dne11:55,"
doprodaje",378-krat,"

118.249 €
",Skupna cena,Prodam,"Podravska, Maribor, Ostalo",V večstanovanjski stavbi,1.,2,3-sobno,,"70,80 m²",2020,Neopremljeno,,,,GALEA 2020/320,,,
832,5594673,10.12.2020dne11:26,"
doprodaje",144-krat,"

143.434 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,1.,2,3-sobno,,"97,90 m²",2020,,,,,GALEA 2020/319,Balkon,,
833,5594528,10.12.2020dne11:00,"
doprodaje",343-krat,"

116.059 €
",Skupna cena,Prodam,"Podravska, Maribor, Ostalo",V večstanovanjski stavbi,Pritličje,2,3-sobno,,"71,50 m²",2020,,,,,GALEA 2020/317,Balkon,,
834,5594435,10.12.2020dne10:39,"
doprodaje",147-krat,"

141.244 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,Pritličje,2,3-sobno,,"92,90 m²",2020,,,,,GALEA 2020/313,Terasa,,
