,Šifra oglasa,Objavljen ,Do poteka še,Število prikazov oglasa,Cena,Vrsta cene,Posredovanje,Lokacija,Umeščenost stanovanja,Nadstropje,Skupno število nadstropij v stavbi,Vrsta stanovanja,Bivalna površina,Neto površina,Leto izgradnje*,Leto zadnje prenove,Opremljenost in stanje,Energetski razred,Možnost menjave,Število parkirnih mest,Balkon / terasa / atrij,Zunanje površine in oprema,Interna številka oglasa
1002,4690215,24.09.2020dne13:28,"
doprodaje",254-krat,"

348.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Tacen",V večstanovanjski stavbi,,,,"129,00 m²","129,00 m²",2009,2020,,,,,,,RE ID 2017-004
1003,4690214,24.09.2020dne13:28,"
doprodaje",698-krat,"

164.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Tacen",V večstanovanjski stavbi,,,,"52,00 m²","52,00 m²",2009,2020,,,,,,,RE ID 2017-002
1004,4690213,24.09.2020dne13:28,"
doprodaje",838-krat,"

154.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Tacen",V večstanovanjski stavbi,,,,"52,00 m²","52,00 m²",2009,2020,,,,,,,RE ID 2017-008
1005,4690212,24.09.2020dne13:28,"
doprodaje",490-krat,"

282.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Tacen",V večstanovanjski stavbi,,,,"120,00 m²","120,00 m²",2009,2020,,,,,,,RE ID 2017-003
1006,4690211,24.09.2020dne13:28,"
doprodaje",433-krat,"

173.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Tacen",V večstanovanjski stavbi,,,,"59,00 m²","59,00 m²",2009,2020,,,,,,,RE ID 2017-006
1007,4679177,22.09.2020dne15:55,"
doprodaje",1557-krat,"

340.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Magdalena",V večstanovanjski stavbi,2.,2,4-sobno,,"204,60 m²",1888,2010,,EI ni potrebna (334. člen EZ-1),Menjava za drugo nepremičnino ni možna,,Loža,,2019
1008,4647737,17.09.2020dne15:32,"
doprodaje",642-krat,"

329.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",,3.,,4-sobno,,"247,60 m²",2009,,,EI ni potrebna (334. člen EZ-1),,,,,
1009,4646703,17.09.2020dne11:48,"
doprodaje",888-krat,"

57.900 €
",Skupna cena,Prodam,"Osrednjeslovenska, Kamnik, Kamnik",V večstanovanjski stavbi,Pritličje,4,Garsonjera,"18,00 m²","18,00 m²",1975,2017,Delno opremljeno,EI v izdelavi,,,,,
1010,4644351,17.09.2020dne00:13,"
doprodaje",193-krat,"

204.960 €
",Skupna cena,Prodam,"Savinjska, Rogaška Slatina, Rogaška Slatina",V večstanovanjski stavbi,,1,2-sobno,"85,50 m²","89,60 m²",2020,,Neopremljeno,,Menjava za drugo nepremičnino ni možna,2,,,107209-22
1011,4633965,15.09.2020dne00:11,"
doprodaje",1112-krat,"

115.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",,,,3-sobno,"79,80 m²",,1986,,,EI v izdelavi,,,,,8697
1012,4613238,11.09.2020dne00:11,"
doprodaje",2236-krat,"

220.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Vič - Dolgi most",V večstanovanjski stavbi,,3,"2,5-sobno","82,00 m²","112,00 m²",1944,2006,Popolnoma opremljeno,EI v izdelavi,Možna menjava za drugo nepremičnino,1,,Vrt/dvorišče,101143-165
1013,4044121,09.09.2020dne14:31,"
doprodaje",824-krat,"

67.530 €
",Skupna cena,Prodam,"Podravska, Markovci, Markovci",V večstanovanjski stavbi,,,,"112,00 m²","112,00 m²",2012,,,,,,,,PS01008AD
1014,4044120,09.09.2020dne14:29,"
doprodaje",416-krat,"

69.927 €
",Skupna cena,Prodam,"Podravska, Markovci, Markovci",V večstanovanjski stavbi,,,,"116,00 m²","116,00 m²",2012,,,,,,,,PS01005AD
1015,4593828,07.09.2020dne09:36,"
doprodaje",10696-krat,"

218.000 €
",Skupna cena,Prodam,"Obalno-kraška, Piran, Piran",,1.,3,3-sobno,,"58,90 m²",1900,2020,,,,,,,S130720A
1016,2221871,07.09.2020dne09:14,"
doprodaje",1056-krat,"

175.000 €
",Skupna cena,Prodam,"Obalno-kraška, Piran, Piran",V večstanovanjski stavbi,3.,,3-sobno,,"51,60 m²",,2016,,,,,,,S230919A
1017,4593561,07.09.2020dne08:45,"
doprodaje",912-krat,"

268.165 €
",Skupna cena,Prodam,"Obalno-kraška, Piran, Piran",,2.,2,2-sobno,,"116,80 m²",2017,,,B2 (25 - 35 kWh/m2a),,,,,S070520B
1018,3147543,06.09.2020dne22:51,"
doprodaje",4202-krat,"

119.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,Visoko pritličje,2,,"115,00 m²","129,00 m²",1941,2003,Popolnoma opremljeno,F (201 do 250 kWh/m2a) - HR,Možna menjava za drugo nepremičnino,2,Balkon,,212-930
1019,4582163,04.09.2020dne15:51,"
doprodaje",672-krat,"

255.792 €
",Skupna cena,Prodam,"Obalno-kraška, Piran, Piran",,,,3-sobno,,"71,15 m²",2017,,,B2 (25 - 35 kWh/m2a),,,,,S070520A
1020,4582146,04.09.2020dne15:47,"
doprodaje",342-krat,"

535.000 €
",Skupna cena,Prodam,"Obalno-kraška, Piran, Lucija",,4.,,3-sobno,,"146,00 m²",1998,,,,,,,,S081219A
1021,2222557,04.09.2020dne15:32,"
doprodaje",681-krat,"

495.000 €
",Skupna cena,Prodam,"Obalno-kraška, Piran, Lucija",V večstanovanjski stavbi,2.,,2-sobno,,"81,00 m²",2005,,,,,,Balkon,,S160719A
1022,2220886,04.09.2020dne15:15,"
doprodaje",646-krat,"

235.000 €
",Skupna cena,Prodam,"Obalno-kraška, Piran, Piran",V večstanovanjski stavbi,3.,,3-sobno,,"81,70 m²",1900,,,,,,Terasa,,S031019A
1023,2225931,04.09.2020dne14:59,"
doprodaje",1617-krat,"

198.000 €
",Skupna cena,Prodam,"Obalno-kraška, Izola, Izola",V večstanovanjski stavbi,2.,,,,"90,00 m²",1900,2017,,,,,Terasa,,S040719A
1024,4581713,04.09.2020dne13:51,"
doprodaje",1696-krat,"

157.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Trzin, Trzin",,1.,,"2,5-sobno",,"112,06 m²",1989,2016,,EI v izdelavi,,1,"Balkon, Terasa",,969
1025,2316984,04.09.2020dne13:37,"
doprodaje",785-krat,"

280.000 €
",Skupna cena,Prodam,"Obalno-kraška, Koper, Koper",V večstanovanjski stavbi,1.,,3-sobno,,"104,30 m²",2011,,,A (16 do 25 kWh/m2a) - HR,,,Terasa,,S211019B
1026,2218292,04.09.2020dne13:10,"
doprodaje",960-krat,"

328.000 €
",Skupna cena,Prodam,"Obalno-kraška, Koper, Koper",V večstanovanjski stavbi,Visoko pritličje,,3-sobno,,"121,00 m²",2010,2017,,C (35 - 60 kWh/m2a),,,Terasa,,S060319A
1027,4581172,04.09.2020dne12:19,"
doprodaje",909-krat,"

448.500 €
",Skupna cena,Prodam,"Obalno-kraška, Izola, Izola",,,,3-sobno,,"110,00 m²",2010,,,,,,,,S070720B
1028,2225606,04.09.2020dne11:44,"
doprodaje",977-krat,"

530.000 €
",Skupna cena,Prodam,"Obalno-kraška, Izola, Izola",V večstanovanjski stavbi,1.,,,,"203,00 m²",2010,,,A (16 do 25 kWh/m2a) - HR,,,Terasa,,S070617D
1029,4579077,04.09.2020dne00:11,"
doprodaje",426-krat,"

475.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Rudnik",V večstanovanjski stavbi,,,,"155,00 m²","155,00 m²",2020,,,,,,,,PS00655PD
1030,4575354,03.09.2020dne10:01,"
doprodaje",1704-krat,"

110.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,1.,1,4-sobno,"113,40 m²","138,60 m²",1909,2017,,EI v izdelavi,,,Balkon,,
1031,4574030,03.09.2020dne00:12,"
doprodaje",256-krat,"

362.711 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",V večstanovanjski stavbi,,,3-sobno,"78,07 m²","81,57 m²",2021,,,,Menjava za drugo nepremičnino ni možna,2,Balkon,,101215-1
1032,4573992,03.09.2020dne00:12,"
doprodaje",216-krat,"

568.724 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",V večstanovanjski stavbi,,,6 in večsobno,"166,65 m²","170,17 m²",2021,,,,Menjava za drugo nepremičnino ni možna,2,Balkon,,101215-6
1033,4572101,02.09.2020dne16:46,"
doprodaje",673-krat,"

53.000 €
",Skupna cena,Prodam,"Savinjska, Šmarje pri Jelšah, Šmarje pri Jelšah",V večstanovanjski stavbi,1.,2,2-sobno,"47,00 m²",,1886,2019,,,,,,Vrtna uta,
1034,4544821,28.08.2020dne14:06,"
doprodaje",1787-krat,"

57.000 €
",Skupna cena,Prodam,"Pomurska, Gornja Radgona, Gornja Radgona",,2.,,"2,5-sobno","62,00 m²",,1968,2020,Popolnoma opremljeno,EI v izdelavi,,,Balkon,,
1035,4278310,26.08.2020dne11:26,"
doprodaje",11835-krat,"

78.000 €
",Skupna cena,Prodam,"Obalno-kraška, Izola, Izola",V večstanovanjski stavbi,Pritličje,2,Garsonjera,"22,20 m²","22,20 m²",1860,2017,Delno opremljeno,EI v izdelavi,,,,,
1036,4526469,24.08.2020dne15:43,"
doprodaje",988-krat,"

150.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Grosuplje, Tlake",V večstanovanjski stavbi,Mansarda,2,3-sobno,,"62,00 m²",2006,,,EI v izdelavi,,1,,Vrt/dvorišče,948
1037,4512772,21.08.2020dne16:17,"
doprodaje",1352-krat,"

115.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,1.,3,3-sobno,"79,80 m²","72,30 m²",1986,,Delno opremljeno,EI v izdelavi,,,,,PS096
1038,4511362,21.08.2020dne11:49,"
doprodaje",8927-krat,"

119.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",V večstanovanjski stavbi,1.,2,3-sobno,"90,80 m²","116,80 m²",1956,2011,Delno opremljeno,,,,,Vrt/dvorišče,5124
1039,4509937,21.08.2020dne00:11,"
doprodaje",186-krat,"

220.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Primorsko-goranska, Kraljevica",,,,3-sobno,"110,00 m²",,,,,,,,,,
1040,4509934,21.08.2020dne00:11,"
doprodaje",307-krat,"

247.500 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Primorsko-goranska, Lovran",,,,3-sobno,"110,00 m²",,2010,,,,,,,,
1041,4509931,21.08.2020dne00:11,"
doprodaje",761-krat,"

123.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Primorsko-goranska, Dobrinj",,,,3-sobno,"63,00 m²",,,,,,,,,,
1042,4509930,21.08.2020dne00:11,"
doprodaje",269-krat,"

165.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Primorsko-goranska, Crikvenica",,,,3-sobno,"75,00 m²",,2008,,,,,,,,
1043,4509929,21.08.2020dne00:11,"
doprodaje",695-krat,"

99.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Primorsko-goranska, Malinska-dubašnica",,,,3-sobno,"66,15 m²",,1998,2017,,,,,,,
1044,4509925,21.08.2020dne00:11,"
doprodaje",314-krat,"

149.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Primorsko-goranska, Crikvenica",,,,3-sobno,"72,00 m²",,1930,2011,,,,,,,
1045,4509924,21.08.2020dne00:11,"
doprodaje",401-krat,"

90.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Primorsko-goranska, Malinska-dubašnica",,,,2-sobno,"42,00 m²",,2013,,,,,,,,
1046,4509921,21.08.2020dne00:11,"
doprodaje",365-krat,"

120.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Primorsko-goranska, Crikvenica",,,,4-sobno,"102,00 m²",,,,,,,,,,
1047,4509920,21.08.2020dne00:11,"
doprodaje",357-krat,"

420.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Primorsko-goranska, Krk",,,,5-sobno,"180,00 m²",,2016,,,,,,,,
1048,4509915,21.08.2020dne00:11,"
doprodaje",532-krat,"

100.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Primorsko-goranska, Omišalj",,,,2-sobno,"42,00 m²",,2017,,,,,,,,
1049,4509914,21.08.2020dne00:11,"
doprodaje",215-krat,"

145.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Primorsko-goranska, Crikvenica",,,,3-sobno,"77,87 m²",,,,,,,,,,
1050,4509874,21.08.2020dne00:11,"
doprodaje",3125-krat,"

49.000 €
",Skupna cena,Prodam,"Podravska, Slovenska Bistrica, Slovenska Bistrica",V večstanovanjski stavbi,1.,,,"42,00 m²","42,00 m²",1800,2020,,,,,,,PS38621786PV
1051,4509843,21.08.2020dne00:10,"
doprodaje",615-krat,"

310.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Vič - Dolgi most",V večstanovanjski stavbi,,5,3-sobno,"72,00 m²","82,00 m²",2013,,Popolnoma opremljeno,C (35 - 60 kWh/m2a),Menjava za drugo nepremičnino ni možna,2,Balkon,,101179-246
1052,4479542,14.08.2020dne17:05,"
doprodaje",785-krat,"

99.900 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Zadarska, Biograd na Moru",V večstanovanjski stavbi,1.,1,2-sobno,"39,40 m²","39,40 m²",1970,2017,,B2 (25 - 35 kWh/m2a),,1,Terasa,Vrt/dvorišče,PS095
1053,4474312,13.08.2020dne14:49,"
doprodaje",585-krat,"

310.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",,7.,,3-sobno,"86,10 m²",,1969,,,,,,Balkon,,
1054,4473406,13.08.2020dne12:20,"
doprodaje",902-krat,"

175.000 €
",Skupna cena,Prodam,"Gorenjska, Radovljica, Radovljica",V večstanovanjski stavbi,Pritličje,2,2-sobno,"79,94 m²",,1995,,,EI v izdelavi,,,Atrij,Vrt/dvorišče,950
1055,4471807,13.08.2020dne00:12,"
doprodaje",1090-krat,"

175.500 €
",Skupna cena,Prodam,"Osrednjeslovenska, Domžale, Škrjančevo",V večstanovanjski stavbi,,,,"115,00 m²","115,00 m²",2009,2019,,,,,,,RE ID 519-018
1056,4471805,13.08.2020dne00:12,"
doprodaje",559-krat,"

197.600 €
",Skupna cena,Prodam,"Osrednjeslovenska, Domžale, Škrjančevo",V večstanovanjski stavbi,,,,"102,00 m²","102,00 m²",2009,2019,,,,,,,RE ID 519-003
1057,4471804,13.08.2020dne00:12,"
doprodaje",314-krat,"

207.600 €
",Skupna cena,Prodam,"Osrednjeslovenska, Domžale, Škrjančevo",V večstanovanjski stavbi,,,,"141,00 m²","141,00 m²",2009,2019,,,,,,,RE ID 519-007
1058,4471802,13.08.2020dne00:12,"
doprodaje",316-krat,"

206.500 €
",Skupna cena,Prodam,"Osrednjeslovenska, Domžale, Škrjančevo",V večstanovanjski stavbi,,,,"102,00 m²","102,00 m²",2009,2019,,,,,,,RE ID 519-011
1059,4471801,13.08.2020dne00:12,"
doprodaje",944-krat,"

164.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Domžale, Škrjančevo",V večstanovanjski stavbi,,,,"115,00 m²","115,00 m²",2009,2019,,,,,,,RE ID 519-010
1060,4471799,13.08.2020dne00:12,"
doprodaje",229-krat,"

202.100 €
",Skupna cena,Prodam,"Osrednjeslovenska, Domžale, Škrjančevo",V večstanovanjski stavbi,,,,"142,00 m²","142,00 m²",2009,2019,,,,,,,RE ID 519-016
1061,4465997,12.08.2020dne00:11,"
doprodaje",1286-krat,"

73.000 €
",Skupna cena,Prodam,"Posavska, Krško, Senovo",V večstanovanjski stavbi,1.,,,"63,00 m²","63,00 m²",1978,2018,,,,,,,KODA: P5083SC
1062,4424481,03.08.2020dne13:21,"
doprodaje",891-krat,"

127.892,50 €
",Skupna cena,Prodam,"Savinjska, Šmarje pri Jelšah, Šmarje pri Jelšah",V hiši,Pritličje,2,3-sobno,"72,00 m²",,2020,,,,,,Terasa,,
1063,4411501,31.07.2020dne14:58,"
doprodaje",2264-krat,"

249.900 €
",Skupna cena,Prodam,"Koroška, Slovenj Gradec, Slovenj Gradec",V večstanovanjski stavbi,1.,2,4-sobno,"125,00 m²","228,00 m²",1986,2005,Popolnoma opremljeno,EI ni potrebna (334. člen EZ-1),Možna menjava za drugo nepremičnino,,Terasa,"Vrt/dvorišče, Lopa za shranjevanje, Žar",
1064,4410539,31.07.2020dne11:01,"
doprodaje",724-krat,"

200.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",,1.,3,2-sobno,"62,00 m²",,1895,,,EI ni potrebna (334. člen EZ-1),,,,,G180
1065,4407631,30.07.2020dne16:04,"
doprodaje",1619-krat,"

76.500 €
",Skupna cena,Prodam,"Savinjska, Žalec, Kasaze",V večstanovanjski stavbi,1.,2,3-sobno,,"67,40 m²",1950,2019,,EI v izdelavi,,,Balkon,Vrt/dvorišče,935
1066,4405628,30.07.2020dne10:44,"
doprodaje",2363-krat,"

45.000 €
",Skupna cena,Prodam,"Savinjska, Šmarje pri Jelšah, Cerovec pri Šmarju",V večstanovanjski stavbi,1.,,3-sobno,"75,00 m²","75,00 m²",1995,2020,Popolnoma opremljeno,EI v izdelavi,,,,,P1515SJ
1067,4403098,30.07.2020dne00:12,"
doprodaje",391-krat,"

285.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Istrska, Umag",,,,3-sobno,"71,00 m²","71,00 m²",2006,,Popolnoma opremljeno,EI v izdelavi,Menjava za drugo nepremičnino ni možna,2,Balkon,,106166-140
1068,4403097,30.07.2020dne00:12,"
doprodaje",243-krat,"

350.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Istrska, Buje",,,1,4-sobno,"245,00 m²","315,00 m²",1970,2016,Popolnoma opremljeno,B (26 do 50 kWh/m2a) - HR,Menjava za drugo nepremičnino ni možna,brez pripadajočega parkirišča,"Balkon, Terasa",,106165-63
1069,4381943,25.07.2020dne09:48,"
doprodaje",642-krat,"

252.337,50 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",V večstanovanjski stavbi,4.,6,3-sobno,"109,10 m²","115,20 m²",2019,,,,,,,,
1070,4165071,23.07.2020dne11:29,"
doprodaje",1147-krat,"

176.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Črnuče",V večstanovanjski stavbi,2.,2,3-sobno,"62,80 m²","80,50 m²",1955,2018,Popolnoma opremljeno,EI v izdelavi,,,Balkon,,100366
1071,4168111,23.07.2020dne11:28,"
doprodaje",528-krat,"

184.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Kamnik, Kamnik",V večstanovanjski stavbi,1.,,Drugo,"108,40 m²",,1995,,Neopremljeno,C (35 - 60 kWh/m2a),,,Loža,,100390
1072,4168611,23.07.2020dne11:26,"
doprodaje",422-krat,"

650.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad",V večstanovanjski stavbi,5.,6,4-sobno,,"193,80 m²",1996,2017,Popolnoma opremljeno,C (35 - 60 kWh/m2a),,1,"Balkon, Terasa",,100332
1073,4168836,23.07.2020dne11:26,"
doprodaje",297-krat,"

360.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad",V večstanovanjski stavbi,5.,6,"4,5-sobno",,"107,20 m²",1992,,Delno opremljeno,C (35 - 60 kWh/m2a),,1,,,100042
1074,4169176,23.07.2020dne11:24,"
doprodaje",719-krat,"

350.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",V večstanovanjski stavbi,2.,2,4-sobno,"73,70 m²","124,30 m²",1800,2014,Delno opremljeno,EI ni potrebna (334. člen EZ-1),,,Terasa,,100406
1075,4169221,23.07.2020dne11:23,"
doprodaje",456-krat,"

450.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",V večstanovanjski stavbi,1.,4,4-sobno,,"142,00 m²",1500,2019,Nedokončana gradnja,EI v izdelavi,,,Atrij,,100090
1076,4169478,23.07.2020dne11:23,"
doprodaje",415-krat,"

595.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",V hiši,4.,4,4-sobno,,"154,90 m²",1500,2019,Nedokončana gradnja,EI v izdelavi,,,Terasa,,100088
1077,4181767,23.07.2020dne11:21,"
doprodaje",987-krat,"

235.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",V večstanovanjski stavbi,5.,6,3-sobno,"74,40 m²",,1954,2018,,EI v izdelavi,,,Balkon,,100310
1078,4182000,23.07.2020dne11:20,"
doprodaje",1974-krat,"

125.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",V hiši,1.,1,Garsonjera,,"55,00 m²",1925,2005,Popolnoma opremljeno,EI v izdelavi,,,Terasa,Vrt/dvorišče,100395
1079,4193943,23.07.2020dne11:12,"
doprodaje",889-krat,"

137.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Polje",V večstanovanjski stavbi,4.,4,"1,5-sobno","48,00 m²",,1988,2016,,EI v izdelavi,,,,,100167
1080,4342979,16.07.2020dne13:31,"
doprodaje",999-krat,"

115.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Istrska, Medulin",,Pritličje,2,2-sobno,,"73,00 m²",2002,,,,,,Terasa,Vrt/dvorišče,
1081,4311799,15.07.2020dne09:35,"
doprodaje",705-krat,"

287.000 €
",Skupna cena,Prodam,"Obalno-kraška, Piran, Lucija",,,,,"94,50 m²",,1994,,,,,,,,
1082,4311794,15.07.2020dne09:35,"
doprodaje",2272-krat,"

179.000 €
",Skupna cena,Prodam,"Obalno-kraška, Piran, Lucija",,,,,"71,50 m²",,1972,,,,,,,,
1083,4311792,15.07.2020dne09:35,"
doprodaje",830-krat,"

285.000 €
",Skupna cena,Prodam,"Obalno-kraška, Piran, Piran",,,,,"99,30 m²",,1831,,,,,,,,
1084,4311791,15.07.2020dne09:35,"
doprodaje",374-krat,"

495.000 €
",Skupna cena,Prodam,"Obalno-kraška, Piran, Lucija",,,,,"81,00 m²",,2006,,,,,,,,
1085,4311787,15.07.2020dne09:35,"
doprodaje",634-krat,"

360.000 €
",Skupna cena,Prodam,"Obalno-kraška, Piran, Piran",,,,,"169,90 m²",,1890,,,,,,,,
1086,4311778,15.07.2020dne09:35,"
doprodaje",1836-krat,"

169.000 €
",Skupna cena,Prodam,"Obalno-kraška, Koper, Koper",,,,,"62,50 m²",,1960,,,,,,,,
1087,4267495,11.07.2020dne00:11,"
doprodaje",3339-krat,"

80.000 €
",Skupna cena,Prodam,"Obalno-kraška, Izola, Izola",V večstanovanjski stavbi,,3,Garsonjera,"22,20 m²","22,20 m²",1948,2017,Delno opremljeno,,Menjava za drugo nepremičnino ni možna,brez pripadajočega parkirišča,,,106165-102
1088,4264000,10.07.2020dne00:08,"
doprodaje",1371-krat,"

71.000 €
",Skupna cena,Prodam,"Podravska, Šentilj v Slovenskih goricah, Selnica ob Muri",V večstanovanjski stavbi,Visoko pritličje,2,2-sobno,"88,10 m²","88,10 m²",2003,,Nedokončana gradnja,EI ni potrebna (334. člen EZ-1),Menjava za drugo nepremičnino ni možna,,Terasa,,2012-996
1089,4262553,09.07.2020dne15:37,"
doprodaje",1148-krat,"

320.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",,2.,2,3-sobno,"87,00 m²",,1997,2018,,,,,,,R32
1090,4261491,09.07.2020dne12:02,"
doprodaje",987-krat,"

145.002 €
",Skupna cena,Prodam,"Savinjska, Celje, Nova vas",V večstanovanjski stavbi,1.,2,"2,5-sobno","67,58 m²","65,91 m²",2020,,Neopremljeno,EI v izdelavi,,,Balkon,Vrt/dvorišče,
1091,4261463,09.07.2020dne11:55,"
doprodaje",708-krat,"

156.354 €
",Skupna cena,Prodam,"Savinjska, Celje, Nova vas",V večstanovanjski stavbi,1.,2,3-sobno,"72,79 m²","71,07 m²",2020,,Neopremljeno,EI v izdelavi,,,Balkon,Vrt/dvorišče,
1092,4261429,09.07.2020dne11:48,"
doprodaje",506-krat,"

193.248 €
",Skupna cena,Prodam,"Savinjska, Celje, Nova vas",V večstanovanjski stavbi,1.,2,4-sobno,"90,26 m²","87,84 m²",2020,,Neopremljeno,EI v izdelavi,,,Balkon,Vrt/dvorišče,
1093,4261406,09.07.2020dne11:39,"
doprodaje",1038-krat,"

120.912 €
",Skupna cena,Prodam,"Savinjska, Celje, Nova vas",V večstanovanjski stavbi,1.,2,"2,5-sobno","56,68 m²","54,96 m²",2020,,Neopremljeno,EI v izdelavi,,,Balkon,Vrt/dvorišče,
1094,4261346,09.07.2020dne11:26,"
doprodaje",892-krat,"

185.307 €
",Skupna cena,Prodam,"Savinjska, Celje, Nova vas",V večstanovanjski stavbi,Pritličje,2,4-sobno,"87,26 m²","82,41 m²",2020,,Neopremljeno,EI v izdelavi,,,"Balkon, Atrij",Vrt/dvorišče,
1095,4261307,09.07.2020dne11:17,"
doprodaje",396-krat,"

163.598 €
",Skupna cena,Prodam,"Savinjska, Celje, Nova vas",V večstanovanjski stavbi,Pritličje,2,"2,5-sobno","69,98 m²","65,74 m²",2020,,Neopremljeno,EI v izdelavi,,,"Balkon, Atrij",Vrt/dvorišče,
1096,4261266,09.07.2020dne11:06,"
doprodaje",696-krat,"

139.803 €
",Skupna cena,Prodam,"Savinjska, Celje, Nova vas",V večstanovanjski stavbi,Pritličje,2,"2,5-sobno","66,73 m²","59,94 m²",2020,,Neopremljeno,EI v izdelavi,,,"Balkon, Atrij",Vrt/dvorišče,
1097,4260359,09.07.2020dne00:59,"
doprodaje",1893-krat,"

51.000 €
",Skupna cena,Prodam,"Podravska, Šentilj v Slovenskih goricah, Šentilj v Slovenskih goricah",V večstanovanjski stavbi,Pritličje,2,2-sobno,"80,00 m²","80,00 m²",2003,,Nedokončana gradnja,,Menjava za drugo nepremičnino ni možna,brez pripadajočega parkirišča,Atrij,Lopa za shranjevanje,2012-991
1098,4260024,09.07.2020dne00:11,"
doprodaje",1422-krat,"

86.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Pobrežje",,,,4-sobno,"112,70 m²",,1937,2019,,F (150 - 210 kWh/m2a),,,,,8684
